trade_date,trades,traders,wins,net_profit,gross_profit,gross_loss,fees,avg_r,avg_risk_pct,avg_duration_min,losses,win_rate,cum_net_profit,running_peak,drawdown,drawdown_pct,weekday,year_month
2024-05-10,13,6,2,-827.4099999999999,2953.94,3781.35,369.86,-0.4863537293600214,0.9806923076923078,92.61538461538461,11,15.384615384615385,-11103.639999999981,910.8899999999999,-12014.52999999998,-1318.9880227030687,Friday,2024-05
2024-05-11,6,2,3,235.49999999999994,3003.54,2768.04,203.51,0.00787326078776159,1.0736666666666668,17.5,3,50.0,-10868.139999999981,910.8899999999999,-11779.02999999998,-1293.1341874430484,Saturday,2024-05
2024-05-12,7,2,0,-1361.44,0.0,1361.44,91.67,-1.0326996601903107,1.1947142857142856,234.42857142857142,7,0.0,-12229.579999999982,910.8899999999999,-13140.469999999981,-1442.5968009309556,Sunday,2024-05
2024-05-13,26,8,7,-4938.79,3035.2,7973.99,526.65,-0.43958130971419224,1.4511538461538462,207.26923076923077,19,26.923076923076923,-17168.36999999998,910.8899999999999,-18079.25999999998,-1984.790699206269,Monday,2024-05
2024-05-14,13,3,4,993.85,3290.76,2296.91,178.52,0.12439904408063253,1.136923076923077,156.6153846153846,9,30.76923076923077,-16174.51999999998,910.8899999999999,-17085.40999999998,-1875.6831230993846,Tuesday,2024-05
2024-05-15,13,4,4,-1081.01,2378.27,3459.2799999999997,256.34000000000003,-0.07796965433222845,1.529076923076923,76.61538461538461,9,30.76923076923077,-17255.52999999998,910.8899999999999,-18166.41999999998,-1994.3593628209755,Wednesday,2024-05
2024-05-16,9,4,4,-42.12000000000005,2066.7999999999997,2108.92,193.52,0.2849878524530347,1.3547777777777776,243.22222222222223,5,44.44444444444444,-17297.64999999998,910.8899999999999,-18208.53999999998,-1998.9834118279905,Thursday,2024-05
2024-05-17,31,9,4,-5971.75,2640.5499999999997,8612.3,431.59000000000003,-0.603518467493789,1.6280645161290321,234.51612903225808,27,12.903225806451612,-23269.39999999998,910.8899999999999,-24180.28999999998,-2654.578489169931,Friday,2024-05
2024-05-18,5,2,3,881.02,1107.9,226.88,39.81,0.6597200093351232,1.8634,167.8,2,60.0,-22388.37999999998,910.8899999999999,-23299.26999999998,-2557.857699612465,Saturday,2024-05
2024-05-19,3,1,1,248.93,298.61,49.68,4.05,0.2033360414681661,1.3046666666666666,55.666666666666664,2,33.33333333333333,-22139.44999999998,910.8899999999999,-23050.33999999998,-2530.5294821548136,Sunday,2024-05
2024-05-20,30,7,7,1418.2899999999995,6980.139999999999,5561.85,263.46,-0.2573534472406507,1.5807,233.86666666666667,23,23.333333333333332,-20721.159999999978,910.8899999999999,-21632.049999999977,-2374.825719900315,Monday,2024-05
2024-05-21,14,4,3,60.819999999999794,3614.5,3553.68,214.43,-0.3015413037690954,1.4546428571428573,168.35714285714286,11,21.428571428571427,-20660.33999999998,910.8899999999999,-21571.229999999978,-2368.148733656092,Tuesday,2024-05
2024-05-22,14,5,6,518.01,2232.08,1714.07,134.02,0.31596658925161697,1.7594285714285716,80.42857142857143,8,42.857142857142854,-20142.32999999998,910.8899999999999,-21053.21999999998,-2311.280176530644,Wednesday,2024-05
2024-05-23,29,9,3,-5824.09,1766.3,7590.39,607.51,-0.5784410066960475,1.7570689655172413,244.24137931034483,26,10.344827586206897,-25966.41999999998,910.8899999999999,-26877.30999999998,-2950.6647344904413,Thursday,2024-05
2024-05-24,16,6,6,1784.8400000000001,2918.73,1133.89,112.07,0.3167015812976077,1.825125,154.9375,10,37.5,-24181.57999999998,910.8899999999999,-25092.46999999998,-2754.720108904476,Friday,2024-05
2024-05-27,16,6,3,-2725.4100000000003,3154.04,5879.45,264.02,-0.25209068531113,1.7678125,333.625,13,18.75,-26906.98999999998,910.8899999999999,-27817.87999999998,-3053.9230862123836,Monday,2024-05
2024-05-28,25,8,9,-1155.2099999999998,5038.26,6193.47,578.89,-0.014129382693244104,1.3624,224.36,16,36.0,-28062.19999999998,910.8899999999999,-28973.08999999998,-3180.7452052388303,Tuesday,2024-05
2024-05-29,29,7,11,4004.33,10808.74,6804.41,532.47,0.14490503096797833,1.8457931034482757,332.8965517241379,18,37.93103448275862,-24057.86999999998,910.8899999999999,-24968.75999999998,-2741.1388861443183,Wednesday,2024-05
2024-05-30,31,8,12,1793.7200000000003,7940.15,6146.43,662.95,-0.08208799963433623,1.5707741935483872,307.7741935483871,19,38.70967741935484,-22264.14999999998,910.8899999999999,-23175.03999999998,-2544.219389827529,Thursday,2024-05
2024-05-31,9,4,4,645.5799999999999,2978.86,2333.28,416.65999999999997,0.33240610302155343,1.2356666666666667,100.0,5,44.44444444444444,-21618.569999999978,910.8899999999999,-22529.459999999977,-2473.3458485656865,Friday,2024-05
2024-06-01,4,1,0,-1741.06,0.0,1741.06,75.25999999999999,-0.9066926752763772,1.88725,193.25,4,0.0,-23359.62999999998,910.8899999999999,-24270.51999999998,-2664.4841857963074,Saturday,2024-06
2024-06-02,3,1,1,-169.23,96.5,265.73,18.51,-0.43982950955915373,3.0063333333333335,255.33333333333334,2,33.33333333333333,-23528.85999999998,910.8899999999999,-24439.749999999978,-2683.062718879336,Sunday,2024-06
2024-06-03,28,7,10,-291.3900000000003,6974.02,7265.41,740.18,-0.10032800901829995,1.3774642857142858,123.92857142857143,18,35.714285714285715,-23820.249999999978,910.8899999999999,-24731.139999999978,-2715.052311475588,Monday,2024-06
2024-06-04,15,6,5,-53.19999999999996,2185.3,2238.5,201.17999999999998,0.15902949046088224,1.2917999999999998,187.93333333333334,10,33.33333333333333,-23873.44999999998,910.8899999999999,-24784.33999999998,-2720.8927532413336,Tuesday,2024-06
2024-06-05,16,5,8,5610.15,9321.109999999999,3710.96,257.75,0.6659278871261227,1.3816249999999999,308.5625,8,50.0,-18263.29999999998,910.8899999999999,-19174.18999999998,-2104.99511466807,Wednesday,2024-06
2024-06-06,22,5,4,-936.1700000000001,3167.48,4103.65,233.91,-0.3035699395970099,1.5950000000000002,287.8636363636364,18,18.181818181818183,-19199.46999999998,910.8899999999999,-20110.35999999998,-2207.7704223341984,Thursday,2024-06
2024-06-07,21,7,7,559.8900000000001,3765.33,3205.44,383.39,-0.12658925901218637,1.244904761904762,170.52380952380952,14,33.33333333333333,-18639.57999999998,910.8899999999999,-19550.46999999998,-2146.3041640593246,Friday,2024-06
2024-06-08,3,1,0,-1952.91,0.0,1952.91,185.75,-0.970483379180341,1.1833333333333333,14.0,3,0.0,-20592.48999999998,910.8899999999999,-21503.37999999998,-2360.6999747499676,Saturday,2024-06
2024-06-09,9,1,2,-311.95,589.97,901.92,46.72,-0.31434182265989985,1.4433333333333334,142.77777777777777,7,22.22222222222222,-20904.43999999998,910.8899999999999,-21815.32999999998,-2394.946700479749,Sunday,2024-06
2024-06-10,22,7,7,802.8100000000003,4691.26,3888.45,347.0,-0.11609613271590385,1.1480454545454546,118.22727272727273,15,31.818181818181817,-20101.62999999998,910.8899999999999,-21012.51999999998,-2306.8120190143686,Monday,2024-06
2024-06-11,22,7,9,2848.2300000000005,10621.5,7773.2699999999995,664.51,0.33525132490938686,1.2822727272727272,414.40909090909093,13,40.909090909090914,-17253.39999999998,910.8899999999999,-18164.28999999998,-1994.1255255848655,Tuesday,2024-06
2024-06-12,15,6,6,-1036.18,922.36,1958.54,170.84,0.42083580715380203,1.7293999999999998,229.26666666666668,9,40.0,-18289.57999999998,910.8899999999999,-19200.46999999998,-2107.880205074156,Wednesday,2024-06
2024-06-13,20,7,8,8022.780000000001,11309.47,3286.69,271.15,0.36258899046951243,1.1765,200.6,12,40.0,-10266.79999999998,910.8899999999999,-11177.689999999979,-1227.1174345969305,Thursday,2024-06
2024-06-14,15,5,6,633.71,2692.2,2058.49,101.48,0.24836317467475366,1.4448,200.46666666666667,9,40.0,-9633.089999999978,910.8899999999999,-10543.979999999978,-1157.5470144583846,Friday,2024-06
2024-06-15,4,1,1,-1246.4299999999998,236.9,1483.33,95.35000000000001,-0.6041697473559888,1.087,19.0,3,25.0,-10879.519999999979,910.8899999999999,-11790.409999999978,-1294.3835150237658,Saturday,2024-06
2024-06-16,7,1,3,167.87,735.89,568.02,52.95,0.3192372959971866,1.643,390.57142857142856,4,42.857142857142854,-10711.649999999978,910.8899999999999,-11622.539999999977,-1275.9542864670793,Sunday,2024-06
2024-06-17,28,9,11,998.7799999999997,6497.76,5498.9800000000005,482.88,-0.004367803877885399,1.6094642857142856,304.10714285714283,17,39.285714285714285,-9712.869999999977,910.8899999999999,-10623.759999999977,-1166.3054814522036,Monday,2024-06
2024-06-18,19,8,3,-5400.13,478.78,5878.91,241.26,-0.6687404644315985,1.2382105263157894,233.68421052631578,16,15.789473684210526,-15112.999999999978,910.8899999999999,-16023.889999999978,-1759.1465489795673,Tuesday,2024-06
2024-06-19,20,6,5,3019.81,8804.11,5784.3,411.97999999999996,-0.14747458542132996,1.1646,283.85,15,25.0,-12093.189999999979,910.8899999999999,-13004.079999999978,-1427.623533028135,Wednesday,2024-06
2024-06-20,31,7,7,-4368.76,6824.01,11192.77,606.84,-0.26837384357620936,1.3956451612903227,339.8709677419355,24,22.58064516129032,-16461.94999999998,910.8899999999999,-17372.83999999998,-1907.2379760454041,Thursday,2024-06
2024-06-21,25,8,10,519.1999999999999,5029.7300000000005,4510.53,344.84,0.16191217546513215,1.65736,161.84,15,40.0,-15942.749999999978,910.8899999999999,-16853.639999999978,-1850.2387774594056,Friday,2024-06
2024-06-22,5,2,3,-130.16000000000008,1092.78,1222.94,109.47,0.08936950293163823,1.1283999999999998,76.8,2,60.0,-16072.909999999978,910.8899999999999,-16983.799999999977,-1864.5280988922898,Saturday,2024-06
2024-06-23,1,1,0,-298.94,0.0,298.94,5.31,-1.0180703959162545,0.708,2009.0,1,0.0,-16371.849999999979,910.8899999999999,-17282.73999999998,-1897.3465511752224,Sunday,2024-06
2024-06-24,10,4,3,-1868.72,910.89,2779.61,145.9,-0.11460623887713024,1.45,739.7,7,30.0,-18240.569999999978,910.8899999999999,-19151.459999999977,-2102.499752988833,Monday,2024-06
2024-06-25,7,4,3,3129.3699999999994,4972.169999999999,1842.8000000000002,114.72,0.18392150445752314,0.9842857142857142,541.2857142857143,4,42.857142857142854,-15111.199999999979,910.8899999999999,-16022.089999999978,-1758.9489400476434,Tuesday,2024-06
2024-06-26,15,6,3,-2410.0099999999998,1069.0,3479.01,219.88,-0.14964548068871236,1.1085333333333334,333.93333333333334,12,20.0,-17521.209999999977,910.8899999999999,-18432.099999999977,-2023.5264411729165,Wednesday,2024-06
2024-06-27,31,6,16,6944.7,9902.5,2957.8,263.48,0.4848043367597528,1.6044193548387098,248.96774193548387,15,51.61290322580645,-10576.509999999977,910.8899999999999,-11487.399999999976,-1261.118246989206,Thursday,2024-06
2024-06-28,12,5,3,301.3299999999999,1923.99,1622.66,125.28999999999999,-0.04062474854909456,1.3105,680.0,9,25.0,-10275.179999999977,910.8899999999999,-11186.069999999976,-1228.037413957775,Friday,2024-06
2024-06-29,10,2,3,-3819.26,974.8,4794.0599999999995,290.13,-0.4840227014390372,0.8899000000000001,56.8,7,30.0,-14094.439999999977,910.8899999999999,-15005.329999999976,-1647.3262413683296,Saturday,2024-06
2024-06-30,8,2,2,-368.19999999999993,332.3,700.5,32.02,-0.20186090864057263,2.24625,64.25,6,25.0,-14462.639999999978,910.8899999999999,-15373.529999999977,-1687.7482462207267,Sunday,2024-06
2024-07-01,22,8,6,-3587.87,2125.24,5713.11,684.77,-0.4012811276019118,1.373909090909091,90.27272727272727,16,27.27272727272727,-18050.509999999977,910.8899999999999,-18961.399999999976,-2081.6344454324867,Monday,2024-07
2024-07-02,12,7,5,-1227.17,1353.22,2580.3900000000003,176.54000000000002,0.24099077459568316,1.5375833333333333,230.75,7,41.66666666666667,-19277.67999999998,910.8899999999999,-20188.569999999978,-2216.3565304262843,Tuesday,2024-07
2024-07-03,20,7,7,34.299999999999955,5085.66,5051.36,566.72,-0.042218781529725136,1.55225,114.7,13,35.0,-19243.37999999998,910.8899999999999,-20154.26999999998,-2212.5909824457376,Wednesday,2024-07
2024-07-04,2,2,0,-1513.56,0.0,1513.56,23.5,-0.9419104709969471,1.2770000000000001,1065.0,2,0.0,-20756.93999999998,910.8899999999999,-21667.82999999998,-2378.753746335999,Thursday,2024-07
2024-07-05,21,6,7,-5221.72,888.6899999999999,6110.41,418.24,-0.2202387685430209,1.712761904761905,292.6190476190476,14,33.33333333333333,-25978.65999999998,910.8899999999999,-26889.54999999998,-2952.008475227523,Friday,2024-07
2024-07-06,5,1,2,537.2600000000001,2182.46,1645.1999999999998,166.0,0.19597106444366164,1.1161999999999999,89.6,3,40.0,-25441.399999999983,910.8899999999999,-26352.289999999983,-2893.0266003578904,Saturday,2024-07
2024-07-07,1,1,0,-345.3,0.0,345.3,9.49,-1.0282562042474177,1.957,25.0,1,0.0,-25786.699999999983,910.8899999999999,-26697.589999999982,-2930.9345804652576,Sunday,2024-07
2024-07-08,13,6,9,3387.83,3884.37,496.54,100.69,0.737552695790716,1.8992307692307693,349.15384615384613,4,69.23076923076923,-22398.86999999998,910.8899999999999,-23309.75999999998,-2559.009320554621,Monday,2024-07
2024-07-09,28,11,11,-1819.7500000000002,4870.27,6690.02,373.88,-0.013278345190657894,1.367392857142857,215.96428571428572,17,39.285714285714285,-24218.61999999998,910.8899999999999,-25129.50999999998,-2758.786461592507,Tuesday,2024-07
2024-07-10,19,7,9,4978.79,9083.85,4105.06,436.77,0.1867572439585385,1.9122105263157896,362.6842105263158,10,47.368421052631575,-19239.82999999998,910.8899999999999,-20150.71999999998,-2212.2012537188884,Wednesday,2024-07
2024-07-11,22,5,4,-597.5900000000001,3217.27,3814.86,268.54,-0.4103381523114553,1.7766363636363636,357.5,18,18.181818181818183,-19837.41999999998,910.8899999999999,-20748.30999999998,-2277.8063212901648,Thursday,2024-07
2024-07-12,34,10,8,-3463.96,6409.96,9873.92,798.32,-0.28363246897783295,1.7269117647058825,285.3529411764706,26,23.52941176470588,-23301.37999999998,910.8899999999999,-24212.26999999998,-2658.0893411937755,Friday,2024-07
2024-07-13,2,1,0,-208.67000000000002,0.0,208.67000000000002,5.25,-1.1106220274055425,1.291,149.5,2,0.0,-23510.049999999977,910.8899999999999,-24420.939999999977,-2680.9977055407326,Saturday,2024-07
2024-07-14,8,2,2,-3283.33,488.83,3772.16,159.04,-0.3436166990851092,1.296875,293.25,6,25.0,-26793.379999999976,910.8899999999999,-27704.269999999975,-3041.4506691257975,Sunday,2024-07
2024-07-15,31,8,13,-2584.0999999999995,5555.49,8139.59,468.57,0.18272655618695516,1.4081935483870966,261.0,18,41.935483870967744,-29377.479999999974,910.8899999999999,-30288.369999999974,-3325.1402474502934,Monday,2024-07
2024-07-16,18,7,5,3394.9399999999996,5141.58,1746.64,90.35,0.04031934214143303,2.0092222222222222,299.55555555555554,13,27.77777777777778,-25982.539999999975,910.8899999999999,-26893.429999999975,-2952.434432258558,Tuesday,2024-07
2024-07-17,11,3,6,1693.83,3318.5099999999998,1624.6799999999998,100.57,0.6843284053425241,1.6613636363636362,751.0909090909091,5,54.54545454545454,-24288.709999999977,910.8899999999999,-25199.599999999977,-2766.481133836136,Wednesday,2024-07
2024-07-18,14,5,5,-891.6199999999997,2525.07,3416.69,171.08,-0.1416850462184621,1.6762142857142857,605.5714285714286,9,35.714285714285715,-25180.329999999976,910.8899999999999,-26091.219999999976,-2864.3656204371528,Thursday,2024-07
2024-07-19,16,7,3,1463.43,5631.72,4168.29,255.13,-0.3694423855743849,1.3855625,490.5,13,18.75,-23716.899999999976,910.8899999999999,-24627.789999999975,-2703.706265300967,Friday,2024-07
2024-07-20,12,3,4,1311.6200000000001,2542.14,1230.52,77.27,-0.01004802137008437,2.8320000000000003,800.6666666666666,8,33.33333333333333,-22405.279999999977,910.8899999999999,-23316.169999999976,-2559.7130279177486,Saturday,2024-07
2024-07-21,17,4,4,-932.96,614.87,1547.83,52.51,-0.24975712095597605,2.009941176470588,170.05882352941177,13,23.52941176470588,-23338.239999999976,910.8899999999999,-24249.129999999976,-2662.135932988613,Sunday,2024-07
2024-07-22,17,7,6,-4200.17,2778.77,6978.94,470.16,-0.22940208253832017,1.4986470588235294,150.52941176470588,11,35.294117647058826,-27538.409999999974,910.8899999999999,-28449.299999999974,-3123.242103876426,Monday,2024-07
2024-07-23,15,6,2,-4490.05,824.75,5314.8,198.38,-0.5224667070773586,1.6826,353.2,13,13.333333333333334,-32028.459999999974,910.8899999999999,-32939.34999999998,-3616.1720954231555,Tuesday,2024-07
2024-07-24,23,8,14,9186.0,11536.49,2350.49,618.73,0.9095785637376101,1.227304347826087,370.5217391304348,9,60.86956521739131,-22842.459999999974,910.8899999999999,-23753.349999999973,-2607.7078461724223,Wednesday,2024-07
2024-07-25,1,1,1,411.13,411.13,0.0,3.5,2.259357486065077,2.076,5.0,0,100.0,-22431.329999999973,910.8899999999999,-23342.219999999972,-2562.572868293644,Thursday,2024-07
2024-07-26,16,6,6,882.0999999999995,6122.83,5240.7300000000005,495.81,0.003931037460337586,0.989625,146.9375,10,37.5,-21549.229999999974,910.8899999999999,-22460.119999999974,-2465.7335133770243,Friday,2024-07
2024-07-27,5,2,0,-2642.13,0.0,2642.13,122.82,-0.8120074328942547,1.325,118.8,5,0.0,-24191.359999999975,910.8899999999999,-25102.249999999975,-2755.7937841012613,Saturday,2024-07
2024-07-29,34,10,6,-9737.49,2436.81,12174.3,1011.57,-0.49972999265252865,1.5391764705882354,392.11764705882354,28,17.647058823529413,-33928.84999999998,910.8899999999999,-34839.739999999976,-3824.8021166112244,Monday,2024-07
2024-07-30,10,6,1,-2160.0299999999997,918.24,3078.27,390.79,-0.7928372844860333,1.5541,702.8,9,10.0,-36088.879999999976,910.8899999999999,-36999.769999999975,-4061.9361284018905,Tuesday,2024-07
2024-07-31,17,7,4,-1988.5499999999997,1841.22,3829.77,226.06,-0.4721423140723995,1.237,117.70588235294117,13,23.52941176470588,-38077.42999999998,910.8899999999999,-38988.31999999998,-4280.244595944624,Wednesday,2024-07
2024-08-01,19,7,5,-3966.88,1880.77,5847.65,335.12,-0.13646256278139432,1.363263157894737,261.10526315789474,14,26.31578947368421,-42044.309999999976,910.8899999999999,-42955.199999999975,-4715.739551427722,Thursday,2024-08
2024-08-02,18,5,5,833.5200000000003,5311.150000000001,4477.63,433.46999999999997,-0.10319025135796576,1.4564444444444444,298.6666666666667,13,27.77777777777778,-41210.78999999998,910.8899999999999,-42121.67999999998,-4624.233442018244,Friday,2024-08
2024-08-03,7,2,6,4279.07,4601.28,322.21,112.58,1.2488020636120356,1.1575714285714285,124.57142857142857,1,85.71428571428571,-36931.71999999998,910.8899999999999,-37842.60999999998,-4154.465412947775,Saturday,2024-08
2024-08-05,18,6,6,-2110.21,2835.71,4945.92,563.86,0.01171624584658288,1.7901111111111112,247.16666666666666,12,33.33333333333333,-39041.92999999998,910.8899999999999,-39952.81999999998,-4386.130048633752,Monday,2024-08
2024-08-06,27,7,12,4959.27,9478.7,4519.43,517.59,0.12266153618946525,1.524925925925926,170.8148148148148,15,44.44444444444444,-34082.659999999974,910.8899999999999,-34993.549999999974,-3841.687799844106,Tuesday,2024-08
2024-08-07,24,8,11,3755.8199999999997,8716.45,4960.63,395.88,0.13604110637833042,1.7467083333333333,102.79166666666667,13,45.83333333333333,-30326.839999999975,910.8899999999999,-31237.729999999974,-3429.363589456463,Wednesday,2024-08
2024-08-08,20,6,5,-3188.19,3772.2999999999997,6960.49,345.88,-0.30673397137817077,1.50655,270.25,15,25.0,-33515.02999999998,910.8899999999999,-34425.91999999998,-3779.3718231619605,Thursday,2024-08
2024-08-09,20,6,6,2864.29,10090.8,7226.51,529.3,-0.09559012843952716,1.34245,88.25,14,30.0,-30650.739999999976,910.8899999999999,-31561.629999999976,-3464.922218928738,Friday,2024-08
2024-08-10,1,1,0,-1158.95,0.0,1158.95,21.08,-1.0185238662782121,0.865,15.0,1,0.0,-31809.689999999977,910.8899999999999,-32720.579999999976,-3592.154925402626,Saturday,2024-08
2024-08-11,14,5,5,-830.73,1635.35,2466.08,182.81,-0.14591712869893275,1.1829285714285713,105.07142857142857,9,35.714285714285715,-32640.419999999976,910.8899999999999,-33551.309999999976,-3683.354740967623,Sunday,2024-08
2024-08-12,20,6,7,-1662.5,3016.3399999999997,4678.84,229.57999999999998,0.13859471542707147,1.42265,234.45,13,35.0,-34302.91999999998,910.8899999999999,-35213.809999999976,-3865.8685461471728,Monday,2024-08
2024-08-13,15,5,6,197.15000000000003,3689.02,3491.87,370.1,0.3327560006533497,1.2862,383.73333333333335,9,40.0,-34105.769999999975,910.8899999999999,-35016.659999999974,-3844.224878964527,Tuesday,2024-08
2024-08-14,26,8,10,4207.4800000000005,13266.54,9059.06,1129.24,0.13981338795439235,1.2551153846153846,262.96153846153845,16,38.46153846153847,-29898.289999999975,910.8899999999999,-30809.179999999975,-3382.3161962476233,Wednesday,2024-08
2024-08-15,12,7,3,-2035.76,1454.53,3490.29,537.82,-0.4178010924596857,2.1390833333333332,70.66666666666667,9,25.0,-31934.049999999974,910.8899999999999,-32844.93999999997,-3605.8075069437555,Thursday,2024-08
2024-08-16,28,9,8,-3107.2499999999995,6657.52,9764.77,553.38,-0.17343024458687875,1.6377142857142857,173.71428571428572,20,28.57142857142857,-35041.299999999974,910.8899999999999,-35952.18999999997,-3946.9299256770823,Friday,2024-08
2024-08-17,4,1,1,47.829999999999984,638.89,591.06,44.13,-0.1501697769626278,1.97475,51.75,3,25.0,-34993.46999999997,910.8899999999999,-35904.35999999997,-3941.6790172249093,Saturday,2024-08
2024-08-18,10,4,6,1180.14,1948.47,768.3299999999999,69.97,0.859139728652254,1.6585999999999999,368.8,4,60.0,-33813.32999999997,910.8899999999999,-34724.21999999997,-3812.120014491319,Sunday,2024-08
2024-08-19,16,5,5,-837.3400000000001,2846.9399999999996,3684.2799999999997,298.86,-0.022957285750651243,1.8956875,97.9375,11,31.25,-34650.66999999997,910.8899999999999,-35561.55999999997,-3904.0454939674355,Monday,2024-08
2024-08-20,8,6,3,-1435.71,1583.5,3019.21,156.70000000000002,0.10403885632245577,1.257625,161.25,5,37.5,-36086.37999999997,910.8899999999999,-36997.26999999997,-4061.6616715519954,Tuesday,2024-08
2024-08-21,35,9,14,5994.72,14978.94,8984.22,795.33,0.0761772078635592,1.3431142857142857,230.54285714285714,21,40.0,-30091.659999999967,910.8899999999999,-31002.549999999967,-3403.544884673229,Wednesday,2024-08
2024-08-22,11,7,1,-1915.8700000000003,1624.61,3540.48,127.64,-0.5916799928306584,0.8824545454545455,374.8181818181818,10,9.090909090909092,-32007.529999999966,910.8899999999999,-32918.41999999997,-3613.8743426758415,Thursday,2024-08
2024-08-23,10,3,5,3573.1800000000003,7001.01,3427.8300000000004,473.75,0.40295335830549456,1.0727,266.7,5,50.0,-28434.349999999966,910.8899999999999,-29345.239999999965,-3221.6008519140587,Friday,2024-08
2024-08-25,2,1,0,-1049.4,0.0,1049.4,65.15,-1.0743494030670218,1.0625,62.5,2,0.0,-29483.749999999967,910.8899999999999,-30394.639999999967,-3336.8068592255895,Sunday,2024-08
2024-08-26,17,6,9,2770.87,4952.55,2181.68,212.73,0.49124905779878186,1.5803529411764705,349.94117647058823,8,52.94117647058824,-26712.87999999997,910.8899999999999,-27623.769999999968,-3032.6131585592084,Monday,2024-08
2024-08-27,13,3,4,-673.6,1815.1299999999999,2488.73,137.34,-0.04352054784452313,1.2216923076923076,334.3076923076923,9,30.76923076923077,-27386.479999999967,910.8899999999999,-28297.369999999966,-3106.5628121946634,Tuesday,2024-08
2024-08-28,21,7,11,7955.08,10502.27,2547.19,325.21,0.6916396105939895,1.7304285714285714,545.8571428571429,10,52.38095238095239,-19431.399999999965,910.8899999999999,-20342.289999999964,-2233.2323332125684,Wednesday,2024-08
2024-08-29,10,4,3,-1464.24,116.48,1580.72,96.97,-0.5001292609422948,1.6064,54.7,7,30.0,-20895.639999999967,910.8899999999999,-21806.529999999966,-2393.98061236812,Thursday,2024-08
2024-08-30,6,4,2,491.57000000000005,1709.97,1218.4,107.42000000000002,0.05816384963147244,1.7933333333333332,161.66666666666666,4,33.33333333333333,-20404.069999999967,910.8899999999999,-21314.959999999966,-2340.0147108871506,Friday,2024-08
2024-08-31,6,1,1,-1114.9199999999998,24.04,1138.96,70.48,-0.829902616217836,0.9951666666666666,232.16666666666666,5,16.666666666666664,-21518.989999999965,910.8899999999999,-22429.879999999965,-2462.413683320705,Saturday,2024-08
2024-09-01,7,1,4,2298.08,3452.77,1154.69,65.63,0.6640847598975638,2.5595714285714286,213.71428571428572,3,57.14285714285714,-19220.909999999967,910.8899999999999,-20131.799999999967,-2210.1241642788887,Sunday,2024-09
2024-09-02,12,3,5,2099.86,4568.58,2468.72,276.31,0.28870170195453565,1.1923333333333332,130.33333333333334,7,41.66666666666667,-17121.049999999967,910.8899999999999,-18031.939999999966,-1979.5957799514724,Monday,2024-09
2024-09-03,14,4,7,1103.3400000000001,3274.9,2171.56,219.72,0.4448682199193116,1.1660714285714284,235.85714285714286,7,50.0,-16017.709999999966,910.8899999999999,-16928.599999999966,-1858.468091646628,Tuesday,2024-09
2024-09-04,13,6,7,1018.3100000000003,4341.64,3323.33,207.06,0.34450796954289553,1.2496923076923077,60.30769230769231,6,53.84615384615385,-14999.399999999967,910.8899999999999,-15910.289999999966,-1746.67522972038,Wednesday,2024-09
2024-09-05,16,6,2,-3692.08,366.59000000000003,4058.67,187.11,-0.724413329850917,1.635375,156.8125,14,12.5,-18691.479999999967,910.8899999999999,-19602.369999999966,-2152.001888263124,Thursday,2024-09
2024-09-06,16,5,5,315.21,2632.7,2317.49,304.90000000000003,-0.11936538206599186,2.2755,178.0625,11,31.25,-18376.269999999968,910.8899999999999,-19287.159999999967,-2117.397270801081,Friday,2024-09
2024-09-07,2,1,0,-117.97,0.0,117.97,3.64,-1.0372419906782697,0.43,80.0,2,0.0,-18494.23999999997,910.8899999999999,-19405.12999999997,-2130.3483406338823,Saturday,2024-09
2024-09-08,4,1,1,-58.39000000000004,731.41,789.8,50.620000000000005,-0.11913730892130747,1.779,36.25,3,25.0,-18552.62999999997,910.8899999999999,-19463.519999999968,-2136.7585548200077,Sunday,2024-09
2024-09-09,13,4,4,-1381.05,1515.43,2896.48,358.64,-0.15490774721672368,1.529,100.38461538461539,9,30.76923076923077,-19933.679999999968,910.8899999999999,-20844.569999999967,-2288.3740078384844,Monday,2024-09
2024-09-10,7,3,5,743.0,1713.92,970.92,105.96,1.0735622354394674,1.4087142857142858,93.28571428571429,2,71.42857142857143,-19190.679999999968,910.8899999999999,-20101.569999999967,-2206.8054320499696,Tuesday,2024-09
2024-09-11,14,4,8,897.1899999999999,3605.66,2708.47,424.99,0.2367661689143087,1.4736428571428573,102.64285714285714,6,57.14285714285714,-18293.48999999997,910.8899999999999,-19204.37999999997,-2108.3094555873895,Wednesday,2024-09
2024-09-12,14,6,5,752.2399999999997,5217.96,4465.72,269.14,0.16709314466835007,1.2430714285714284,577.7857142857143,9,35.714285714285715,-17541.24999999997,910.8899999999999,-18452.13999999997,-2025.7264872816666,Thursday,2024-09
2024-09-13,16,6,5,-2086.52,2812.22,4898.74,321.09000000000003,-0.2793307000520313,1.0814375,287.3125,11,31.25,-19627.76999999997,910.8899999999999,-20538.65999999997,-2254.790369858048,Friday,2024-09
2024-09-14,8,3,2,-1247.55,493.34000000000003,1740.8899999999999,95.72,-0.4388263987628915,1.40575,104.875,6,25.0,-20875.31999999997,910.8899999999999,-21786.20999999997,-2391.7498270921815,Saturday,2024-09
2024-09-15,4,2,1,-109.96000000000004,796.16,906.12,38.19,-0.1324565542819135,0.9750000000000001,35.5,3,25.0,-20985.27999999997,910.8899999999999,-21896.16999999997,-2403.821537177922,Sunday,2024-09
